Name,Genres,Budget(USD)_Inflated,Domestic(USD)_Inflated,Domestic_Percentage,Foreign(USD)_Inflated,Foreign_Percentage,Worldwide(USD)_Inflated,Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,Month,Day,Year,Foreign_higher,emotion,emotion_score,drama,comedy,thriller,action,adventure,romance film,horror,fantasy,mystery,crime,indie,biography,family,sci-fi,period piece,animation,teen,film adaptation,musical,history,coming of age,sports,war,Worldwide_profit
bridge to terabithia,"drama, adventure, fantasy, family, film adaptation",35061568.91777807,115384035.80867596,0.5960773766470714,78188208.8849742,0.4039226233529286,193572244.69365016,96,pg,0.7,0.85,"The life of Jesse (Josh Hutcherson), an adolescent, changes when he befriends Leslie (AnnaSophia Robb), the class outsider. The children create an imaginary world called Terabithia, which is inhabited by all manner of magical creatures. Though difficulties fill their ordinary lives, Jesse and Leslie rule as king and queen in Terabithia. Soon one of the friends must draw on the strength of their imaginary kingdom to cope with a tragedy.",Feb,16,2007,0,sadness,0.7953785061836243,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.52092364
bridget jones: the edge of reason,"comedy, romance film",74743389.35893716,60132873.00362637,0.1517243714951644,336196816.2285538,0.8482756285048356,396329689.2321801,108,r,0.6,0.26,"The sequel to ""Bridget Jones's Diary"" finds Bridget (Renée Zellweger) working as a TV host and still dating barrister Mark (Colin Firth). But Bridget is jealous of the time Mark spends with a co-worker (Jacinda Barrett), and, despite a vacation meant to smooth things over, ends their relationship. On assignment in Thailand, she has a dalliance with her disreputable ex, Daniel (Hugh Grant), and is temporarily jailed on the false accusation of drug smuggling, before Mark comes to the rescue.",Nov,19,2004,1,anger,0.3883001804351806,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.302538360000001
bridget jonesã¢ââs baby,"comedy, romance film",42537221.94810583,29338292.659114134,0.1164495576407848,222601630.97387007,0.8835504423592151,251939923.63298425,122,r,0.65,0.78,"Breaking up with Mark Darcy (Colin Firth) leaves Bridget Jones (Renée Zellweger) over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack (Patrick Dempsey). Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Sep,16,2016,1,sadness,0.6356707811355591,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.922810942857144
brightburn,"drama, horror, mystery, sci-fi",7688596.458102784,19002299.145574752,0.5207108853563982,17490694.721009605,0.4792891146436017,36492993.86658436,90,r,0.67,0.57,"After a difficult struggle with fertility, Tori Breyer's dreams of motherhood come true with the arrival of a mysterious baby boy. Brandon appears to be everything Tori and her husband, Kyle, ever wanted -- bright, talented and curious about the world. But as Brandon nears puberty, powerful darkness manifests within him, and Tori becomes consumed by terrible doubts about her son. Once Brandon begins to act on his twisted urges, those closest to him find themselves in grave danger.",May,24,2019,0,fear,0.9796788692474364,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.746379142857143
bring it on,"comedy, teen, sports",17926772.059823092,122581474.66786432,0.7557444268835862,39618166.25220904,0.2442555731164137,162199640.92007336,98,pg-13,0.66,0.65,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen from the Clovers, a hip-hop squad from East Compton, by the Toro's former captain.",Aug,25,2000,0,neutral,0.3359655141830444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.0479
bringing down the house,"comedy, romance film, crime",30325438.723984912,201234572.8007199,0.8056634226792854,48540416.52609032,0.1943365773207146,249774989.3268102,105,pg-13,0.49,0.33,"Lawyer Peter Sanderson (Steve Martin) wants to dive back into dating after his divorce and has a hard time meeting the right women. But he lucks out with online dating and meets a fellow lawyer. The two agree to meet in the flesh, but the woman he meets -- an escaped African-American convict named Charlene (Queen Latifah) -- is not what he expected. Peter is freaked out, but Charlene convinces him to take her case and prove her innocence, and along the way they learn to become friends.",Mar,7,2003,0,neutral,0.6828771233558655,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23648395
brokeback mountain,"drama, romance film",20300872.37711098,121284949.19254,0.4663735497887011,138774715.95675996,0.5336264502112987,260059665.1493,134,r,0.82,0.88,"In 1963, rodeo cowboy Jack Twist and ranch hand Ennis Del Mar are hired by rancher Joe Aguirre as sheep herders in Wyoming. One night on Brokeback Mountain, Jack makes a drunken pass at Ennis that is eventually reciprocated. Though Ennis marries his longtime sweetheart, Alma and Jack marries a fellow rodeo riders, the two men keep up their tortured and sporadic affair over the course of 20 years.",Dec,9,2005,1,anger,0.5437901020050049,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.810270431654677
broken city,"drama, thriller, crime",44437056.269610055,25013192.378423315,0.5671488941868917,19090203.81048075,0.4328511058131083,44103396.18890406,109,r,0.4,0.26,"Former cop Billy Taggart (Mark Wahlberg) sees a chance at redemption for past sins when New York City's Mayor Nicolas Hostetler (Russell Crowe) calls on him for a special job. Hostetler thinks his wife, Cathleen (Catherine Zeta-Jones), is having an affair and that it may hurt his chances for re-election. However, a bigger scandal than expected pulls in Billy right at the start of his investigation. Double-crossed by the mayor, Billy begins a relentless quest for justice.",Jan,18,2013,0,sadness,0.3290474116802215,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9924914
broken flowers,"drama, comedy, mystery",14604944.15619495,20074437.322913334,0.2904071693614959,49050706.40907516,0.709592830638504,69125143.73198849,106,r,0.7,0.87,"When his latest girlfriend (Julie Delpy) leaves him, retired computer magnate Don Johnston (Bill Murray) has no greater ambition than to sit around the house. When he receives an anonymous letter from a former girlfriend claiming he has a 19-year-old son he's never met, Don doesn't even think to follow up. It's not until his neighbor, a mystery fan, encourages him that Don resolves to visit the exes who seem the most likely candidates and find out the truth.",Aug,5,2005,1,neutral,0.8191559910774231,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7329961
brooklyn's finest,"drama, thriller, action, crime",23173337.954678744,37027712.97954976,0.6923618300842044,16452579.21831228,0.3076381699157956,53480292.19786204,132,r,0.46,0.44,"A massive drug operation changes the lives of three conflicted New York cops. Burned-out vet Eddie Dugan (Richard Gere) is close to retirement; narcotics cop Sal Procida (Ethan Hawke) faces the difficult task of caring for his large family on his ordinary salary; undercover officer Clarence ""Tango"" Butler (Don Cheadle) finds his loyalties beginning to shift toward a powerful drug dealer. Over seven chaotic days, the three men are drawn toward a fateful crime and destiny.",Mar,5,2010,0,fear,0.4170366525650024,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3078372352941177
brown sugar,"drama, comedy, romance film, musical, coming of age",12998327.773865543,44460603.04829118,0.966360191112933,1547710.8880341705,0.0336398088870671,46008313.93632534,109,pg-13,0.9,0.66,"Sidney (Sanaa Lathan) and Dre (Taye Diggs) can attribute their friendship and the launch of their careers to one single childhood instant ... witnessing the birth of hip-hop on a New York street corner. Now some 15 years later, she is a revered music critic and he is a successful, though unfulfilled, music executive. Both come to realize that their true life passions will only be fulfilled by remembering what they learned that day on the corner.",Oct,11,2002,0,neutral,0.7356557846069336,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.539556375
bruce almighty,"drama, comedy, fantasy",122818026.8321389,368195193.74230194,0.5010995291688916,366579381.58603513,0.4989004708311084,734774575.3283371,101,pg-13,0.57,0.48,"Bruce Nolan's (Jim Carrey) career in TV has been stalled for a while, and when he's passed over for a coveted anchorman position, he loses it, complaining that God is treating him poorly. Soon after, God (Morgan Freeman) actually contacts Bruce and offers him all of his powers if he thinks he can do a better job. Bruce accepts and goes on a spree, using his new-found abilities for selfish, personal use until he realizes that the prayers of the world are going unanswered.",May,23,2003,0,anger,0.4898112714290619,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.982628074074074
bucky larson: born to be a star,comedy,13315656.489422636,3368055.494606317,0.9996051998226364,1330.2340832933214,0.0003948001773636,3369385.72868961,97,r,0.25,0.03,"Innocent Midwesterner Bucky Larson (Nick Swardson) works in a dead-end job as a grocery bagger and has never even kissed a girl. Obviously, his life is going nowhere. While watching a stag film with his buddies, he discovers that his conservative parents (Edward Herrmann, Miriam Flynn) were once porn stars. Convinced that he has found his true destiny, Bucky heads out to Hollywood to make it big in the adult-film business -- even though his qualifications for the job come up short.",Sep,9,2011,0,neutral,0.6730419397354126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25303939999999997
bug,"thriller, horror, indie",5730513.898408225,10065375.463143872,0.867819896192297,1533085.8158696268,0.1321801038077029,11598461.2790135,102,r,0.34,0.62,"At a rundown desert motel, Agnes (Ashley Judd) begins a tentative relationship with a newcomer named Peter (Michael Shannon). He has a strange charisma, one that offers fearful and unstable Agnes a flicker of hope. When Peter reveals that the military deliberately infected him with a bug and that he has tiny insects crawling under his skin, paranoia begins to envelop the desperate pair.",May,25,2007,0,fear,0.8835477232933044,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.02398275
bullet to the head,action,69829659.85224438,12048573.293199353,0.4199416770595623,16642490.136283612,0.5800583229404378,28691063.429482963,91,r,0.39,0.45,"When veteran hit man Jimmy Bobo (Sylvester Stallone) and his partner, Louis (Jon Seda), kill a corrupt ex-cop, Louis in turn loses his life to an ex-mercenary named Keegan (Jason Momoa). Detective Taylor Kwon (Sung Kang) senses a connection between the two killings and seeks out Bobo, who subsequently saves Kwon from an assassination attempt. The pair join forces against a common enemy: a ruthless real-estate developer named Robert Nkomo Morel (Adewale Akinnuoye-Agbaje).",Feb,1,2013,1,anger,0.8632522225379944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41087216363636364
bulletproof monk,"comedy, thriller, action, adventure, fantasy",78846140.68236077,35418153.406272806,0.6193663611213261,21766342.92664126,0.3806336388786738,57184496.33291407,104,pg-13,0.38,0.23,"For 60 years, a mysterious monk with no name (Chow Yun-Fat) has zigzagged the globe to protect an ancient scroll -- a scroll that holds the key to unlimited power. Now the Monk must look for a new scroll keeper. Kar (Seann William Scott) is an unlikely candidate, a streetwise young man whose only interest is himself. But when he inadvertently saves the Bulletproof Monk from capture, the two become partners in a scheme to save the world from the scroll's most avid pursuer.",Apr,16,2003,0,neutral,0.8082916736602783,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7252669038461539
bully,"drama, thriller, crime, indie, teen, film adaptation",3638486.008281286,833059.0933941588,0.6821872055935801,388099.9763795158,0.3178127944064199,1221159.0697736745,108,r,0.69,0.54,"As Bobby Kent lay bleeding on July 14, 1993, he called out for help, and then mercy from his friends. Their response was quick and deliberate. Larry Clark's ""Bully"" chronicles the incident that would leave a community stunned, parents nonplussed and heartbroken and a group of defendants convicted of a brutal crime for which they never repented.",Jul,13,2001,0,surprise,0.8188807368278503,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.3356228571428571
bumblebee,"action, adventure, sci-fi",115960896.46331206,144605044.37861758,0.2717914602576302,387439061.20713896,0.7282085397423698,532044105.5857565,114,pg-13,0.75,0.91,"On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.",Dec,21,2018,1,neutral,0.8188077211380005,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.588133774509804
buried,"drama, thriller, mystery",2687400.460551891,1411732.6385842746,0.0490892695868274,27346744.528961465,0.9509107304131726,28758477.167545736,95,r,0.65,0.87,"A civilian truck driver in Iraq, Paul Conroy (Ryan Reynolds) falls victim to a band of insurgents. An unknown length of time later, Paul awakes in a coffin, with little more than a lighter, a cell phone, and his ever-growing anxiety. Faced with a dwindling oxygen supply and a dying battery, Paul must fight panic, despair and delirium as he awaits a rescue that might not arrive in time.",Oct,8,2010,1,fear,0.9608929753303528,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.701225064774986
burlesque,"drama, romance film, musical",74362702.35220185,53325703.42437967,0.4355548303791136,69105962.36145069,0.5644451696208863,122431665.78583036,119,pg-13,0.64,0.37,"Ali (Christina Aguilera), a small-town gal with a great voice, leaves a troubled life behind and follows her dreams to Los Angeles. She lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue led by Tess (Cher), the proprietor. Ali vows to perform there and, with the help of a savvy stage manager and a gender-bending host, she makes the leap from bar to stage, helping restore the club's former glory.",Nov,24,2010,1,sadness,0.4870349466800689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6464122727272728
burn after reading,"drama, comedy, crime",50797947.10902208,82862911.47709931,0.3588995498412841,148017599.55654147,0.6411004501587159,230880511.0336408,96,r,0.65,0.78,"When a disc containing memoirs of a former CIA analyst (John Malkovich) falls into the hands of Linda Litzke (Frances McDormand) and Chad Feldheimer (Brad Pitt), the two gym employees see a chance to make enough money for her to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo doofuses and those in their orbit.",Sep,12,2008,1,neutral,0.5224728584289551,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5450756216216215
burnt,"drama, comedy",24331970.95431653,16608937.677094888,0.3712440286499711,28129661.183318537,0.6287559713500288,44738598.86041343,101,r,0.45,0.29,"Adam Jones (Bradley Cooper) was once a top chef in Paris until drugs and alcohol led to a meltdown that put his career on hold. After moving from New Orleans to London, Adam gets a shot at redemption when his former maitre d' (Daniel Brühl) reluctantly hires him as the head chef of his fine-dining restaurant. Demanding perfection from his newly formed staff (Sienna Miller, Omar Sy), the acerbic and temperamental Jones gets a second chance to fulfill his dream of earning a third Michelin star.",Oct,30,2015,1,neutral,0.4273957312107086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8386755000000004
by the sea,"drama, romance film",12165985.477158263,655089.6540030639,0.1614608055888479,3402177.690935234,0.838539194411152,4057267.344938298,122,r,0.29,0.35,"A troubled American couple (Brad Pitt, Angelina Jolie Pitt) befriend young newlyweds and local villagers while staying at French seaside resort.",Nov,13,2015,1,sadness,0.9087803363800048,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33349270000000003
cadillac records,"drama, romance film, biography, period piece, musical, history",16475009.87319635,11251815.303440353,0.9225438344895404,944694.9140564412,0.0774561655104594,12196510.217496794,109,r,0.65,0.66,"In 1947 Chicago, Polish emigrant and bar owner Leonard Chess (Adrien Brody) hires a blues combo that includes guitarist Muddy Waters (Jeffrey Wright) and harmonica player Little Walter (Columbus Short). Waters' and Walter's success leads to Chess' management of stars Etta James (Beyoncé Knowles), Howlin' Wolf (Eamonn Walker), Chuck Berry (Mos Def) and others. Inevitably, business and personal lines blur as the sometimes-turbulent lives of the musicians play out.",Dec,5,2008,0,neutral,0.5611976385116577,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.7403036666666667
cafã£â© society,drama,36460475.95551928,13494271.29772338,0.2503637569627258,40404389.84008822,0.749636243037274,53898661.1378116,96,pg-13,0.56,0.71,"Looking for an exciting career, young Bobby Dorfman leaves New York for the glitz and glamour of 1930s Hollywood. After landing a job with his uncle, Bobby falls for Vonnie, a charming woman who happens to be his employer's mistress. Settling for friendship but ultimately heartbroken, Bobby returns to the Bronx and begins working in a nightclub. Everything falls into place when he finds romance with a beautiful socialite, until Vonnie walks back into his life and captures his heart once again.",Jul,29,2016,1,sadness,0.7616437673568726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4782764
calendar girls,"drama, comedy, indie",15162719.361992456,47067748.02196036,0.3323501792956522,94553201.66944876,0.6676498207043479,141620949.6914091,108,pg-13,0.67,0.73,"After the death of her best friend's husband from cancer, spirited Yorkshire housewife Chris Harper (Helen Mirren) hatches a scheme to raise money for a memorial to him. Utilizing a tradition from the hidebound Woman's Institute association, Chris encourages Annie (Julie Walters) and their friends to create a calendar -- with the novel detail of using the middle-aged women of their village as nude models. The idea stuns the husbands and a wary young photographer (Philip Glenister).",Jan,1,2004,1,fear,0.848070502281189,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.3400759
call me by your name,"drama, romance film",4081501.628060118,21107194.13368232,0.4297563995892098,28007127.73297982,0.5702436004107903,49114321.86666214,132,r,0.86,0.95,"It's the summer of 1983, and precocious 17-year-old Elio Perlman is spending the days with his family at their 17th-century villa in Lombardy, Italy. He soon meets Oliver, a handsome doctoral student who's working as an intern for Elio's father. Amid the sun-drenched splendor of their surroundings, Elio and Oliver discover the heady beauty of awakening desire over the course of a summer that will alter their lives forever.",Jan,19,2018,1,joy,0.697470486164093,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.033395142857142
can you ever forgive me?,"drama, comedy, crime, biography",11368715.339540398,10008863.507274283,0.707583272712835,4136275.154498847,0.292416727287165,14145138.66177313,106,r,0.81,0.98,"Lee Israel is a frustrated, hard-drinking author who can barely afford to pay her rent or bills in 1990s New York. Desperate for money, Israel soon hatches a scheme to forge letters by famous writers and sell them to bookstores and collectors. When the dealers start to catch on, Lee recruits a dubious friend to help her continue her self-destructive cycle of trickery and deceit.",Oct,19,2018,0,anger,0.758324921131134,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2442161
capitalism: a love story,"drama, indie",27262750.53491617,19579285.462248165,0.8237541700577793,4189074.291092865,0.1762458299422206,23768359.75334103,127,r,0.74,0.74,"Filmmaker Michael Moore explores corporate greed, the global economic meltdown, and their disastrous effect on American lives. As he travels from the Heartland to the financial epicenter of New York and the halls of government in Washington, Moore delves into the price the country pays for its love of capitalism.",Oct,2,2009,0,disgust,0.5629031658172607,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.87182545
captain america: civil war,"action, sci-fi",303837299.6293273,495964986.48460793,0.3538417243486275,905692738.865926,0.6461582756513724,1401657725.350534,147,pg-13,0.89,0.9,"Political pressure mounts to install a system of accountability when the actions of the Avengers lead to collateral damage. The new status quo deeply divides members of the team. Captain America (Chris Evans) believes superheroes should remain free to defend humanity without government interference. Iron Man (Robert Downey Jr.) sharply disagrees and supports oversight. As the debate escalates into an all-out feud, Black Widow (Scarlett Johansson) and Hawkeye (Jeremy Renner) must pick a side.",May,6,2016,1,anger,0.643086850643158,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.6131851720000006
captain america: the first avenger,"thriller, action, adventure, sci-fi",186419190.8519169,235227070.5888993,0.4767105048523979,258210913.6689299,0.5232894951476021,493437984.2578293,124,pg-13,0.75,0.8,"It is 1941 and the world is in the throes of war. Steve Rogers (Chris Evans) wants to do his part and join America's armed forces, but the military rejects him because of his small stature. Finally, Steve gets his chance when he is accepted into an experimental program that turns him into a supersoldier called Captain America. Joining forces with Bucky Barnes (Sebastian Stan) and Peggy Carter (Hayley Atwell), Captain America leads the fight against the Nazi-backed HYDRA organization.",Jul,22,2011,1,neutral,0.5372293591499329,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6469269714285715
captain america: the winter soldier,"thriller, action, adventure, sci-fi",212562000.44570616,324802954.0779033,0.3636040781376089,568484480.2697911,0.6363959218623911,893287434.3476944,136,pg-13,0.92,0.9,"After the cataclysmic events in New York with his fellow Avengers, Steve Rogers, aka Captain America (Chris Evans), lives in the nation's capital as he tries to adjust to modern times. An attack on a S.H.I.E.L.D. colleague throws Rogers into a web of intrigue that places the whole world at risk. Joining forces with the Black Widow (Scarlett Johansson) and a new ally, the Falcon, Rogers struggles to expose an ever-widening conspiracy, but he and his team soon come up against an unexpected enemy.",Apr,4,2014,1,fear,0.9370929598808287,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.202479429411764
captain corelli's mandolin,"drama, romance film, period piece, film adaptation, musical, war",98758905.93906347,44257668.83547919,0.4112494676025002,63359902.30325635,0.5887505323974997,107617571.13873552,131,r,0.5,0.28,"An epic tale about the enduring hope of love and the devastating brutality of war, set amid the Italian occupation of Greece during World War II. An officer falls in love with the daughter of the village doctor and he begins to question his reasons for fighting. As the war grows closer the two are forced to choose between their allegiance to their countries and the love they feel for one another.",Aug,17,2001,1,disgust,0.3972660005092621,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1.0896999122807014
captain fantastic,"drama, comedy",6076745.992586547,7146052.754664023,0.2539972645282088,20988316.203748062,0.7460027354717911,28134368.95841209,118,r,0.85,0.82,"Ben Cash (Viggo Mortensen), his wife Leslie and their six children live deep in the wilderness of Washington state. Isolated from society, Ben and Leslie devote their existence to raising their kids -- educating them to think critically, training them to be physically fit and athletic, guiding them in the wild without technology and demonstrating the beauty of co-existing with nature. When Leslie dies suddenly, Ben must take his sheltered offspring into the outside world for the first time.",Jul,8,2016,1,sadness,0.4746511280536651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6298412
captain marvel,"action, adventure, sci-fi",192214911.4525696,468817484.0497117,0.3783030882811692,770446742.3667238,0.6216969117188308,1239264226.4164357,123,pg-13,0.45,0.79,"Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.",Mar,8,2019,1,neutral,0.864264190196991,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.447284537142858
captain phillips,"drama, thriller, action, crime, biography",69829659.85224438,136023628.30724022,0.4855531328551518,144117965.0697676,0.514446867144848,280141593.37700784,134,pg-13,0.89,0.93,"In April 2009, the U.S. containership Maersk Alabama sails toward its destination on a day that seems like any other. Suddenly, Somali pirates race toward the vessel, climb aboard and take everyone hostage. The captain of the ship, Richard Phillips (Tom Hanks), looks to protect his crew from the hostile invaders, and their leader, Muse (Barkhad Abdi). The pirates are after millions of dollars, and Phillips must use his wits to make sure everyone survives and returns home safely.",Oct,11,2013,1,neutral,0.5080797076225281,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.011785163636364
captain underpants: the first epic movie,"comedy, action, adventure, family, sci-fi, animation",44313446.24750985,86202480.52795199,0.5839962203820867,61405461.98844471,0.4160037796179133,147607942.5163967,89,pg,0.63,0.87,"George Beard and Harold Hutchins are two overly imaginative pranksters who spend hours in a treehouse creating comic books. When their mean principal threatens to separate them into different classes, the mischievous boys accidentally hypnotize him into thinking that he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",Jun,2,2017,0,fear,0.5581440925598145,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.3309966842105263
captive,"drama, thriller, action, crime, biography, history",2433197.095431653,3142840.2449128423,0.9221108774274428,265470.31930142734,0.0778891225725573,3408310.5642142696,97,pg-13,0.44,0.28,"Brian Nichols (David Oyelowo) becomes the subject of a citywide manhunt after breaking out of a courthouse jail and killing four people. His frantic escape brings him to the apartment of Ashley Smith (Kate Mara), a single mother and recovering methamphetamine addict. Held hostage by Nichols in her own home, the scared woman looks for guidance from ""The Purpose Driven Life,"" Rick Warren's best-selling, inspirational book. As she reads aloud, Ashley and her would-be killer come to a crossroad.",Sep,18,2015,0,fear,0.9843884706497192,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.400754
captive state,"thriller, action, horror, sci-fi",27459273.0646528,6544439.943608671,0.6764193582847512,3130682.247163505,0.3235806417152489,9675122.190772174,109,pg-13,0.4,0.42,"After 10 years of extraterrestrial occupation, residents of Chicago must decide whether to continue to live under alien rule or support the resistance. When young Gabriel Drummond joins the insurgency, he soon finds himself under careful scrutiny from a shadowy figure who's trying to crush the rebellion and its plans for freedom.",Mar,15,2019,0,fear,0.7283707857131958,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.35234444
carol,"drama, romance film",14355862.863046752,15464781.4899028,0.2996296436852622,36148207.4643789,0.7003703563147378,51612988.9542817,118,r,0.75,0.94,"Aspiring photographer Therese spots the beautiful, elegant Carol perusing the doll displays in a 1950s Manhattan department store. The two women develop a fast bond that becomes a love with complicated consequences.",Jan,8,2016,1,neutral,0.5342066884040833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.595255084745763
carrie,horror,38088905.37395148,44775563.79833998,0.4279435070122966,59854049.84141875,0.5720564929877034,104629613.63975872,100,r,0.44,0.51,"High school can be tough for many teenagers, but for Carrie White (Chloë Grace Moretz), it's especially hellish. A shy and awkward teen being raised by a religious zealot (Julianne Moore), Carrie is frequently the target of bullies. But Carrie has a secret talent: She can make things move with her mind. One fateful night, an especially cruel prank at her senior prom pushes her over the edge, and Carrie unleashes her telekinetic powers on all who get in her way.",Oct,18,2013,1,fear,0.6623557806015015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.746984
cars 3,"comedy, adventure, family, animation, sports",204075081.40300587,178304614.22991636,0.3982519046356121,269413556.4918519,0.6017480953643879,447718170.72176826,102,g,0.68,0.69,"Blindsided by a new generation of blazing-fast cars, the legendary Lighting McQueen finds himself pushed out of the sport that he loves. Hoping to get back in the game, he turns to Cruz Ramirez, an eager young technician who has her own plans for winning. With inspiration from the Fabulous Hudson Hornet and a few unexpected turns, No. 95 prepares to compete on Piston Cup Racing's biggest stage.",Jun,16,2017,1,neutral,0.6322858929634094,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2.193889462857143
casa de mi padre,comedy,7852434.507034005,7733971.371321805,0.6995994531518588,3320884.8560215114,0.3004005468481411,11054856.227343315,85,r,0.35,0.42,"Armando's (Will Ferrell) younger brother, Raul (Diego Luna), returns to the family ranch with his beautiful fiancee, Sonia (Genesis Rodriguez), and promises to fix its financial problems. Trouble soon follows when Armando falls in love with Sonia, and they discover Raul's business dealings are less than legitimate. All hell breaks loose when the most feared drug lord in Mexico, Onza (Gael García Bernal), declares war on Raul and the rest of the family.",Mar,23,2012,0,anger,0.4222461581230163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4078253333333333
